state,date,population,metodology,count,rate
BAJA CALIFORNIA SUR,1998-03,436596,vieja,3,8.245609213
CAMPECHE,1998-03,670108,vieja,20,35.81512234
COAHUILA,1998-03,2305626,vieja,6,3.122796152
ZACATECAS,1998-03,1426467,vieja,27,22.7134592
JALISCO,1998-04,6390892,vieja,52,9.763895243
MÉXICO,1998-04,12379207,vieja,249,24.13724886
MICHOACÁN,1998-04,4158860,vieja,121,34.91341377
MORELOS,1998-04,1563749,vieja,17,13.04557189
NAYARIT,1998-04,924081,vieja,15,19.47881192
DURANGO,1998-04,1480709,vieja,12,9.725070895
GUANAJUATO,1998-04,5068086,vieja,8,1.894206215
GUERRERO,1998-04,3201658,vieja,127,47.60033708
HIDALGO,1998-04,2356871,vieja,15,7.637244465
COAHUILA,1998-04,2308888,vieja,19,9.874883494
COLIMA,1998-04,537461,vieja,7,15.62904099
CHIAPAS,1998-04,3979821,vieja,183,55.17836104
CHIHUAHUA,1998-04,2858749,vieja,53,22.24749357
CIUDAD DE MÉXICO,1998-04,8909964,vieja,88,11.85189974
NUEVO LEÓN,1998-04,3794779,vieja,9,2.846015539
OAXACA,1998-04,3618916,vieja,0,0
PUEBLA,1998-04,5101348,vieja,74,17.40716375
QUERÉTARO,1998-04,1490380,vieja,5,4.025818919
TABASCO,1998-04,1909252,vieja,32,20.11258859
TAMAULIPAS,1998-04,2662375,vieja,36,16.2261139
TLAXCALA,1998-04,969857,vieja,3,3.711887423
VERACRUZ,1998-04,7166327,vieja,62,10.3818874
YUCATÁN,1998-04,1664240,vieja,3,2.163149546
QUINTANA ROO,1998-04,856196,vieja,6,8.409289462
SAN LUIS POTOSÍ,1998-04,2365231,vieja,25,12.68375055
SINALOA,1998-04,2476260,vieja,47,22.77628359
SONORA,1998-04,2196374,vieja,48,26.22504182
AGUASCALIENTES,1998-04,972024,vieja,4,4.938149675
BAJA CALIFORNIA,1998-04,2374112,vieja,23,11.62539931
BAJA CALIFORNIA SUR,1998-04,437701,vieja,0,0
CAMPECHE,1998-04,671296,vieja,6,10.72552198
ZACATECAS,1998-04,1426292,vieja,30,25.24027338
JALISCO,1998-05,6396151,vieja,50,9.380641576
MÉXICO,1998-05,12401642,vieja,259,25.06119754
MICHOACÁN,1998-05,4159491,vieja,106,30.5806648
MORELOS,1998-05,1565027,vieja,23,17.63547849
NAYARIT,1998-05,924660,vieja,22,28.55103498
DURANGO,1998-05,1481484,vieja,13,10.5299821
GUANAJUATO,1998-05,5071468,vieja,5,1.183089393
GUERRERO,1998-05,3202980,vieja,153,57.32161924
HIDALGO,1998-05,2358214,vieja,18,9.159474077
COAHUILA,1998-05,2312150,vieja,11,5.708972169
COLIMA,1998-05,538010,vieja,8,17.84353451
CHIAPAS,1998-05,3987073,vieja,180,54.17508032
CHIHUAHUA,1998-05,2863548,vieja,36,15.0861798
CIUDAD DE MÉXICO,1998-05,8911438,vieja,88,11.84993937
NUEVO LEÓN,1998-05,3800744,vieja,17,5.367370178
OAXACA,1998-05,3621197,vieja,2,0.662764274
PUEBLA,1998-05,5107273,vieja,76,17.85688762
QUERÉTARO,1998-05,1492894,vieja,5,4.01903953
TABASCO,1998-05,1911921,vieja,31,19.45687086
TAMAULIPAS,1998-05,2667059,vieja,50,22.49669017
TLAXCALA,1998-05,971471,vieja,3,3.7057205
VERACRUZ,1998-05,7170081,vieja,78,13.05424583
YUCATÁN,1998-05,1666460,vieja,1,0.720089291
QUINTANA ROO,1998-05,859307,vieja,5,6.982370678
SAN LUIS POTOSÍ,1998-05,2366454,vieja,24,12.17010768
SINALOA,1998-05,2478754,vieja,44,21.30102463
SONORA,1998-05,2199966,vieja,52,28.36407472
AGUASCALIENTES,1998-05,973482,vieja,6,7.396130591
BAJA CALIFORNIA,1998-05,2380881,vieja,24,12.09636265
BAJA CALIFORNIA SUR,1998-05,438806,vieja,1,2.734693692
CAMPECHE,1998-05,672484,vieja,5,8.92214536
ZACATECAS,1998-05,1426118,vieja,27,22.71901764
JALISCO,1998-06,6401411,vieja,63,11.80989629
MÉXICO,1998-06,12424077,vieja,238,22.98762314
MICHOACÁN,1998-06,4160121,vieja,103,29.71067428
MORELOS,1998-06,1566306,vieja,25,19.15334551
NAYARIT,1998-06,925239,vieja,10,12.9696219
DURANGO,1998-06,1482259,vieja,4,3.238300459
GUANAJUATO,1998-06,5074849,vieja,29,6.857346889
GUERRERO,1998-06,3204303,vieja,136,50.93151303
HIDALGO,1998-06,2359558,vieja,13,6.61140773
COAHUILA,1998-06,2315412,vieja,14,7.255728138
COLIMA,1998-06,538560,vieja,11,24.50980392
CHIAPAS,1998-06,3994325,vieja,148,44.463082
CHIHUAHUA,1998-06,2868346,vieja,56,23.42813594
CIUDAD DE MÉXICO,1998-06,8912913,vieja,65,8.751347623
NUEVO LEÓN,1998-06,3806709,vieja,12,3.78279506
OAXACA,1998-06,3623477,vieja,2,0.662347243
PUEBLA,1998-06,5113198,vieja,65,15.25464103
QUERÉTARO,1998-06,1495409,vieja,2,1.604912101
TABASCO,1998-06,1914591,vieja,41,25.69739438
TAMAULIPAS,1998-06,2671744,vieja,49,22.00809658
TLAXCALA,1998-06,973084,vieja,5,6.165963062
VERACRUZ,1998-06,7173835,vieja,44,7.360080069
YUCATÁN,1998-06,1668680,vieja,3,2.157393868
QUINTANA ROO,1998-06,862418,vieja,8,11.13149308
SAN LUIS POTOSÍ,1998-06,2367678,vieja,16,8.109210796
SINALOA,1998-06,2481249,vieja,51,24.66499735
SONORA,1998-06,2203557,vieja,53,28.86242561
AGUASCALIENTES,1998-06,974940,vieja,3,3.692534925
BAJA CALIFORNIA,1998-06,2387650,vieja,25,12.56465562
BAJA CALIFORNIA SUR,1998-06,439911,vieja,3,8.183473475
CAMPECHE,1998-06,673672,vieja,8,14.25025829
ZACATECAS,1998-06,1425943,vieja,18,15.14787057
JALISCO,1998-07,6405641,vieja,40,7.493395275
MÉXICO,1998-07,12445319,vieja,247,23.81618342
MICHOACÁN,1998-07,4160000,vieja,59,17.01923077
MORELOS,1998-07,1567258,vieja,10,7.656684477
NAYARIT,1998-07,925643,vieja,16,20.74233803
DURANGO,1998-07,1482763,vieja,7,5.665099547
GUANAJUATO,1998-07,5078116,vieja,27,6.380319
GUERRERO,1998-07,3205267,vieja,114,42.6797518
HIDALGO,1998-07,2360843,vieja,18,9.149274221
COAHUILA,1998-07,2318664,vieja,26,13.45602468
COLIMA,1998-07,539026,vieja,8,17.80990156
CHIAPAS,1998-07,4001749,vieja,80,23.98951059
CHIHUAHUA,1998-07,2873234,vieja,48,20.04709676
CIUDAD DE MÉXICO,1998-07,8914185,vieja,83,11.17320316
NUEVO LEÓN,1998-07,3812558,vieja,11,3.46224241
OAXACA,1998-07,3626098,vieja,3,0.992802732
PUEBLA,1998-07,5119474,vieja,57,13.36074761
QUERÉTARO,1998-07,1498043,vieja,5,4.005225484
TABASCO,1998-07,1917222,vieja,24,15.02173457
TAMAULIPAS,1998-07,2676559,vieja,43,19.27848405
TLAXCALA,1998-07,974804,vieja,5,6.155083483
VERACRUZ,1998-07,7176774,vieja,57,9.530744594
YUCATÁN,1998-07,1670923,vieja,2,1.436331896
QUINTANA ROO,1998-07,865615,vieja,13,18.02186884
SAN LUIS POTOSÍ,1998-07,2368558,vieja,20,10.13274744
SINALOA,1998-07,2483488,vieja,60,28.99148295
SONORA,1998-07,2207246,vieja,67,36.42548225
AGUASCALIENTES,1998-07,976350,vieja,3,3.687202335
BAJA CALIFORNIA,1998-07,2394448,vieja,28,14.03246176
BAJA CALIFORNIA SUR,1998-07,441030,vieja,1,2.72090334
CAMPECHE,1998-07,674818,vieja,13,23.11734423
ZACATECAS,1998-07,1425430,vieja,20,16.83702462
JALISCO,1998-08,6409870,vieja,48,8.986141685
MÉXICO,1998-08,12466562,vieja,255,24.54566062
MICHOACÁN,1998-08,4159879,vieja,59,17.01972581
MORELOS,1998-08,1568210,vieja,23,17.59968372
DURANGO,1998-08,1483267,vieja,8,6.472199543
GUANAJUATO,1998-08,5081383,vieja,24,5.667748328
GUERRERO,1998-08,3206230,vieja,110,41.16984745
HIDALGO,1998-08,2362129,vieja,14,7.112227994
COAHUILA,1998-08,2321915,vieja,12,6.201777412
COLIMA,1998-08,539492,vieja,3,6.672944177
CHIAPAS,1998-08,4009172,vieja,32,9.57803756
CHIHUAHUA,1998-08,2878121,vieja,59,24.59938272
CIUDAD DE MÉXICO,1998-08,8915457,vieja,68,9.152643549
NAYARIT,1998-08,926047,vieja,13,16.84579724
NUEVO LEÓN,1998-08,3818406,vieja,15,4.714008935
OAXACA,1998-08,3628720,vieja,0,0
PUEBLA,1998-08,5125750,vieja,48,11.2373799
QUERÉTARO,1998-08,1500676,vieja,1,0.799639629
TABASCO,1998-08,1919854,vieja,32,20.00152095
TAMAULIPAS,1998-08,2681375,vieja,35,15.66360543
TLAXCALA,1998-08,976524,vieja,2,2.457696892
VERACRUZ,1998-08,7179713,vieja,64,10.6968064
YUCATÁN,1998-08,1673167,vieja,3,2.151608297
QUINTANA ROO,1998-08,868811,vieja,9,12.43078184
SAN LUIS POTOSÍ,1998-08,2369438,vieja,18,9.116085755
SINALOA,1998-08,2485727,vieja,35,16.8964653
SONORA,1998-08,2210935,vieja,53,28.76611027
AGUASCALIENTES,1998-08,977760,vieja,10,12.27295042
BAJA CALIFORNIA,1998-08,2401245,vieja,24,11.99377823
BAJA CALIFORNIA SUR,1998-08,442149,vieja,1,2.71401722
CAMPECHE,1998-08,675964,vieja,9,15.97718222
ZACATECAS,1998-08,1424917,vieja,29,24.42247513
JALISCO,1998-09,6414100,vieja,60,11.22526933
MÉXICO,1998-09,12487804,vieja,250,24.02343919
MICHOACÁN,1998-09,4159758,vieja,65,18.75109081
MORELOS,1998-09,1569162,vieja,13,9.941612147
CIUDAD DE MÉXICO,1998-09,8916729,vieja,86,11.57375087
DURANGO,1998-09,1483770,vieja,11,8.896257506
GUANAJUATO,1998-09,5084650,vieja,34,8.024151122
GUERRERO,1998-09,3207194,vieja,69,25.81696025
HIDALGO,1998-09,2363414,vieja,19,9.647061412
COAHUILA,1998-09,2325166,vieja,18,9.289659319
COLIMA,1998-09,539958,vieja,6,13.33437045
CHIAPAS,1998-09,4016596,vieja,42,12.5479386
CHIHUAHUA,1998-09,2883009,vieja,63,26.22260284
NAYARIT,1998-09,926451,vieja,11,14.24792029
NUEVO LEÓN,1998-09,3824255,vieja,20,6.275732136
OAXACA,1998-09,3631341,vieja,3,0.991369304
PUEBLA,1998-09,5132025,vieja,41,9.586858988
QUERÉTARO,1998-09,1503310,vieja,2,1.596477107
TABASCO,1998-09,1922486,vieja,35,21.84671306
TAMAULIPAS,1998-09,2686190,vieja,34,15.18879901
TLAXCALA,1998-09,978244,vieja,5,6.133439101
VERACRUZ,1998-09,7182652,vieja,61,10.19122185
YUCATÁN,1998-09,1675410,vieja,0,0
QUINTANA ROO,1998-09,872008,vieja,11,15.1374758
SAN LUIS POTOSÍ,1998-09,2370318,vieja,16,8.100178963
SINALOA,1998-09,2487966,vieja,60,28.93930223
SONORA,1998-09,2214624,vieja,41,22.21596081
AGUASCALIENTES,1998-09,979170,vieja,11,13.48080517
BAJA CALIFORNIA,1998-09,2408042,vieja,35,17.44155625
BAJA CALIFORNIA SUR,1998-09,443268,vieja,1,2.707165868
CAMPECHE,1998-09,677110,vieja,11,19.49461683
ZACATECAS,1998-09,1424404,vieja,15,12.63686426
JALISCO,1998-10,6418330,vieja,56,10.47001323
MÉXICO,1998-10,12509046,vieja,0,0
MICHOACÁN,1998-10,4159638,vieja,65,18.75163175
MORELOS,1998-10,1570114,vieja,14,10.69986001
CIUDAD DE MÉXICO,1998-10,8918001,vieja,85,11.43754077
DURANGO,1998-10,1484274,vieja,8,6.467808504
GUANAJUATO,1998-10,5087917,vieja,8,1.886823232
GUERRERO,1998-10,3208158,vieja,105,39.27487362
HIDALGO,1998-10,2364699,vieja,13,6.597034126
COAHUILA,1998-10,2328418,vieja,17,8.761313476
COLIMA,1998-10,540423,vieja,8,17.76386275
CHIAPAS,1998-10,4024020,vieja,100,29.82092534
CHIHUAHUA,1998-10,2887897,vieja,52,21.60741882
NAYARIT,1998-10,926855,vieja,11,14.24170987
NUEVO LEÓN,1998-10,3830104,vieja,14,4.386303871
OAXACA,1998-10,3633962,vieja,0,0
PUEBLA,1998-10,5138301,vieja,41,9.575149451
QUERÉTARO,1998-10,1505944,vieja,4,3.187369517
TABASCO,1998-10,1925117,vieja,18,11.22009727
TAMAULIPAS,1998-10,2691005,vieja,31,13.82383162
TLAXCALA,1998-10,979964,vieja,6,7.347208673
VERACRUZ,1998-10,7185591,vieja,41,6.847035964
QUINTANA ROO,1998-10,875205,vieja,12,16.45328809
SAN LUIS POTOSÍ,1998-10,2371198,vieja,57,28.84617818
SINALOA,1998-10,2490205,vieja,49,23.61251383
SONORA,1998-10,2218314,vieja,46,24.88376307
AGUASCALIENTES,1998-10,980579,vieja,2,2.447533549
BAJA CALIFORNIA,1998-10,2414840,vieja,29,14.41089265
BAJA CALIFORNIA SUR,1998-10,444387,vieja,3,8.10104706
CAMPECHE,1998-10,678255,vieja,12,21.23095296
YUCATÁN,1998-10,1677654,vieja,3,2.145853674
ZACATECAS,1998-10,1423891,vieja,28,23.59731187
JALISCO,1998-11,6422559,vieja,67,12.51837469
MÉXICO,1998-11,12530288,vieja,0,0
MICHOACÁN,1998-11,4159517,vieja,75,21.63712758
MORELOS,1998-11,1571066,vieja,21,16.04006452
CIUDAD DE MÉXICO,1998-11,8919273,vieja,62,8.341487025
DURANGO,1998-11,1484778,vieja,17,13.73942771
GUANAJUATO,1998-11,5091184,vieja,3,0.707104673
GUERRERO,1998-11,3209121,vieja,73,27.29719447
HIDALGO,1998-11,2365985,vieja,25,12.67970845
COAHUILA,1998-11,2331670,vieja,10,5.146525881
COLIMA,1998-11,540889,vieja,7,15.52998859
CHIAPAS,1998-11,4031444,vieja,37,11.01342348
CHIHUAHUA,1998-11,2892784,vieja,55,22.81539168
NAYARIT,1998-11,927259,vieja,16,20.70618889
NUEVO LEÓN,1998-11,3835953,vieja,14,4.379615704
OAXACA,1998-11,3636583,vieja,0,0
PUEBLA,1998-11,5144577,vieja,44,10.26323447
QUERÉTARO,1998-11,1508578,vieja,4,3.181804322
TABASCO,1998-11,1927748,vieja,20,12.44976003
TAMAULIPAS,1998-11,2695821,vieja,26,11.57346871
TLAXCALA,1998-11,981684,vieja,9,11.00150354
VERACRUZ,1998-11,7188530,vieja,64,10.68368637
QUINTANA ROO,1998-11,878401,vieja,2,2.732237327
SAN LUIS POTOSÍ,1998-11,2372078,vieja,26,13.15302448
SINALOA,1998-11,2492444,vieja,64,30.8131296
SONORA,1998-11,2222003,vieja,42,22.6822376
AGUASCALIENTES,1998-11,981989,vieja,3,3.666028846
BAJA CALIFORNIA,1998-11,2421638,vieja,26,12.88384143
BAJA CALIFORNIA SUR,1998-11,445506,vieja,1,2.693566417
CAMPECHE,1998-11,679401,vieja,2,3.532523502
YUCATÁN,1998-11,1679897,vieja,0,0
ZACATECAS,1998-11,1423378,vieja,22,18.54742732
JALISCO,1998-12,6426789,vieja,45,8.402329686
MÉXICO,1998-12,12551530,vieja,0,0
MICHOACÁN,1998-12,4159396,vieja,63,18.1757159
MORELOS,1998-12,1572018,vieja,34,25.95390129
CIUDAD DE MÉXICO,1998-12,8920544,vieja,101,13.58661535
DURANGO,1998-12,1485282,vieja,21,16.96647505
GUANAJUATO,1998-12,5094451,vieja,14,3.29770568
GUERRERO,1998-12,3210085,vieja,60,22.42931262
HIDALGO,1998-12,2367270,vieja,32,16.22121684
COAHUILA,1998-12,2334921,vieja,14,7.195104245
COLIMA,1998-12,541355,vieja,11,24.38326052
CHIAPAS,1998-12,4038868,vieja,24,7.130710882
CHIHUAHUA,1998-12,2897672,vieja,59,24.43340723
NAYARIT,1998-12,927663,vieja,12,15.52287846
NUEVO LEÓN,1998-12,3841802,vieja,9,2.811180795
OAXACA,1998-12,3639204,vieja,0,0
PUEBLA,1998-12,5150852,vieja,61,14.21124117
QUERÉTARO,1998-12,1511212,vieja,2,1.588129263
TABASCO,1998-12,1930380,vieja,27,16.78426009
TAMAULIPAS,1998-12,2700636,vieja,40,17.77359111
TLAXCALA,1998-12,983404,vieja,5,6.101256452
VERACRUZ,1998-12,7191469,vieja,68,11.34677769
QUINTANA ROO,1998-12,881598,vieja,13,17.69513996
SAN LUIS POTOSÍ,1998-12,2372958,vieja,30,15.17093855
SINALOA,1998-12,2494684,vieja,55,26.45625658
SONORA,1998-12,2225692,vieja,30,16.17474475
AGUASCALIENTES,1998-12,983399,vieja,2,2.440514989
BAJA CALIFORNIA,1998-12,2428435,vieja,20,9.882908128
BAJA CALIFORNIA SUR,1998-12,446626,vieja,0,0
CAMPECHE,1998-12,680547,vieja,13,22.92273715
YUCATÁN,1998-12,1682140,vieja,2,1.426754016
ZACATECAS,1998-12,1422864,vieja,19,16.02401916
MÉXICO,1999-01,12572773,vieja,253,24.1474176
MICHOACÁN,1999-01,4159275,vieja,48,13.84856736
MORELOS,1999-01,1572969,vieja,19,14.49488197
NAYARIT,1999-01,928067,vieja,11,14.22311105
DURANGO,1999-01,1485786,vieja,4,3.230613292
GUANAJUATO,1999-01,5097718,vieja,24,5.649586737
GUERRERO,1999-01,3211049,vieja,54,20.18032113
HIDALGO,1999-01,2368555,vieja,20,10.13276027
JALISCO,1999-01,6431019,vieja,68,12.6885024
COLIMA,1999-01,541821,vieja,2,4.429507162
CHIAPAS,1999-01,4046291,vieja,126,37.36755463
CHIHUAHUA,1999-01,2902560,vieja,33,13.64312882
CIUDAD DE MÉXICO,1999-01,8921816,vieja,65,8.742614732
NUEVO LEÓN,1999-01,3847650,vieja,12,3.74254415
OAXACA,1999-01,3641826,vieja,104,34.26852354
PUEBLA,1999-01,5157128,vieja,45,10.47094429
QUERÉTARO,1999-01,1513845,vieja,4,3.170734124
TAMAULIPAS,1999-01,2705451,vieja,21,9.314528336
TLAXCALA,1999-01,985124,vieja,5,6.090603822
VERACRUZ,1999-01,7194408,vieja,54,9.006995433
YUCATÁN,1999-01,1684384,vieja,0,0
QUINTANA ROO,1999-01,884795,vieja,8,10.8499709
SAN LUIS POTOSÍ,1999-01,2373837,vieja,35,17.69287445
SINALOA,1999-01,2496923,vieja,60,28.83549072
SONORA,1999-01,2229381,vieja,23,12.38011807
TABASCO,1999-01,1933012,vieja,13,8.070306858
AGUASCALIENTES,1999-01,984809,vieja,4,4.874041565
BAJA CALIFORNIA,1999-01,2435232,vieja,59,29.07320535
BAJA CALIFORNIA SUR,1999-01,447745,vieja,2,5.36019386
CAMPECHE,1999-01,681693,vieja,7,12.32226237
COAHUILA,1999-01,2338172,vieja,14,7.185100155
ZACATECAS,1999-01,1422351,vieja,6,5.062041648
JALISCO,1999-02,6435248,vieja,35,6.526554998
MÉXICO,1999-02,12594015,vieja,306,29.15670658
MICHOACÁN,1999-02,4159154,vieja,38,10.96376811
MORELOS,1999-02,1573921,vieja,26,19.82310421
NAYARIT,1999-02,928471,vieja,14,18.09426466
DURANGO,1999-02,1486290,vieja,10,8.073794482
GUANAJUATO,1999-02,5100985,vieja,25,5.881217059
GUERRERO,1999-02,3212012,vieja,71,26.52543017
HIDALGO,1999-02,2369841,vieja,15,7.595446277
COLIMA,1999-02,542287,vieja,4,8.851401564
CHIAPAS,1999-02,4053715,vieja,107,31.67464906
CHIHUAHUA,1999-02,2907447,vieja,33,13.62019669
CIUDAD DE MÉXICO,1999-02,8923088,vieja,81,10.89308993
NUEVO LEÓN,1999-02,3853499,vieja,5,1.557026484
OAXACA,1999-02,3644447,vieja,118,38.85363129
PUEBLA,1999-02,5163404,vieja,37,8.598978503
QUERÉTARO,1999-02,1516479,vieja,3,2.373920114
TAMAULIPAS,1999-02,2710267,vieja,16,7.084172888
TLAXCALA,1999-02,986844,vieja,5,6.079988326
VERACRUZ,1999-02,7197347,vieja,53,8.836589371
YUCATÁN,1999-02,1686627,vieja,3,2.134437549
QUINTANA ROO,1999-02,887991,vieja,6,8.108190286
SAN LUIS POTOSÍ,1999-02,2374717,vieja,29,14.65437776
SINALOA,1999-02,2499162,vieja,45,21.60724275
SONORA,1999-02,2233070,vieja,33,17.73343424
TABASCO,1999-02,1935643,vieja,14,8.679286418
AGUASCALIENTES,1999-02,986219,vieja,1,1.216768284
BAJA CALIFORNIA,1999-02,2442030,vieja,49,24.07832828
BAJA CALIFORNIA SUR,1999-02,448864,vieja,1,2.673415556
CAMPECHE,1999-02,682839,vieja,6,10.5442132
COAHUILA,1999-02,2341424,vieja,13,6.662612154
ZACATECAS,1999-02,1421838,vieja,7,5.907846042
JALISCO,1999-03,6439478,vieja,56,10.43562848
MÉXICO,1999-03,12615257,vieja,280,26.63441577
MICHOACÁN,1999-03,4159034,vieja,68,19.61994059
MORELOS,1999-03,1574873,vieja,33,25.1448847
NAYARIT,1999-03,928875,vieja,9,11.62696811
DURANGO,1999-03,1486794,vieja,12,9.685269109
GUANAJUATO,1999-03,5104252,vieja,23,5.407256538
GUERRERO,1999-03,3212976,vieja,82,30.62581233
HIDALGO,1999-03,2371126,vieja,20,10.12177337
COLIMA,1999-03,542752,vieja,7,15.4766818
CHIAPAS,1999-03,4061139,vieja,121,35.75351644
CHIHUAHUA,1999-03,2912335,vieja,36,14.83345838
CIUDAD DE MÉXICO,1999-03,8924360,vieja,71,9.546903083
NUEVO LEÓN,1999-03,3859348,vieja,10,3.109333494
OAXACA,1999-03,3647068,vieja,79,25.99348298
PUEBLA,1999-03,5169680,vieja,48,11.14188886
QUERÉTARO,1999-03,1519113,vieja,5,3.949673263
TAMAULIPAS,1999-03,2715082,vieja,23,10.16543883
TLAXCALA,1999-03,988564,vieja,6,7.283291724
VERACRUZ,1999-03,7200286,vieja,58,9.6662827
YUCATÁN,1999-03,1688871,vieja,0,0
QUINTANA ROO,1999-03,891188,vieja,13,17.50472403
SAN LUIS POTOSÍ,1999-03,2375597,vieja,37,18.69003876
SINALOA,1999-03,2501401,vieja,50,23.98655793
SONORA,1999-03,2236760,vieja,22,11.80278617
TABASCO,1999-03,1938274,vieja,24,14.85858037
AGUASCALIENTES,1999-03,987628,vieja,3,3.645097142
BAJA CALIFORNIA,1999-03,2448828,vieja,51,24.99154698
BAJA CALIFORNIA SUR,1999-03,449983,vieja,2,5.333534822
CAMPECHE,1999-03,683984,vieja,6,10.52656202
COAHUILA,1999-03,2344676,vieja,9,4.606180129
ZACATECAS,1999-03,1421325,vieja,4,3.377130494
JALISCO,1999-04,6443708,vieja,39,7.26289894
MÉXICO,1999-04,12636500,vieja,258,24.50045503
MICHOACÁN,1999-04,4158913,vieja,46,13.2726989
MORELOS,1999-04,1575825,vieja,34,25.89119985
NAYARIT,1999-04,929279,vieja,17,21.95250296
DURANGO,1999-04,1487297,vieja,15,12.10249197
GUANAJUATO,1999-04,5107519,vieja,14,3.289268234
GUERRERO,1999-04,3213940,vieja,63,23.52252998
HIDALGO,1999-04,2372411,vieja,11,5.563960039
COAHUILA,1999-04,2347927,vieja,6,3.066534862
COLIMA,1999-04,543218,vieja,7,15.46340512
CHIAPAS,1999-04,4068562,vieja,131,38.63772999
CHIHUAHUA,1999-04,2917223,vieja,34,13.98590372
CIUDAD DE MÉXICO,1999-04,8925632,vieja,67,9.007765501
NUEVO LEÓN,1999-04,3865196,vieja,8,2.483703284
OAXACA,1999-04,3649690,vieja,56,18.41252271
PUEBLA,1999-04,5175956,vieja,51,11.82390268
QUERÉTARO,1999-04,1521746,vieja,4,3.154271475
TABASCO,1999-04,1940906,vieja,21,12.98362723
TAMAULIPAS,1999-04,2719897,vieja,22,9.706249906
TLAXCALA,1999-04,990284,vieja,6,7.270641553
VERACRUZ,1999-04,7203225,vieja,56,9.329154649
YUCATÁN,1999-04,1691114,vieja,0,0
QUINTANA ROO,1999-04,894385,vieja,9,12.07533668
SAN LUIS POTOSÍ,1999-04,2376477,vieja,27,13.63362658
SINALOA,1999-04,2503640,vieja,43,20.60999185
SONORA,1999-04,2240449,vieja,37,19.81745623
AGUASCALIENTES,1999-04,989038,vieja,2,2.426600394
BAJA CALIFORNIA,1999-04,2455625,vieja,46,22.47900229
BAJA CALIFORNIA SUR,1999-04,451102,vieja,4,10.640609
CAMPECHE,1999-04,685130,vieja,12,21.01790901
ZACATECAS,1999-04,1420812,vieja,6,5.067524768
JALISCO,1999-05,6447937,vieja,51,9.491407872
MÉXICO,1999-05,12657742,vieja,267,25.31257155
MICHOACÁN,1999-05,4158792,vieja,56,16.15853834
MORELOS,1999-05,1576777,vieja,31,23.59242937
NAYARIT,1999-05,929683,vieja,19,24.52448845
DURANGO,1999-05,1487801,vieja,8,6.452475835
GUANAJUATO,1999-05,5110786,vieja,26,6.10473614
GUERRERO,1999-05,3214903,vieja,89,33.2202869
HIDALGO,1999-05,2373697,vieja,13,6.572026674
COAHUILA,1999-05,2351178,vieja,10,5.103824551
COLIMA,1999-05,543684,vieja,5,11.03582228
CHIAPAS,1999-05,4075986,vieja,120,35.32887503
CHIHUAHUA,1999-05,2922110,vieja,43,17.65847282
CIUDAD DE MÉXICO,1999-05,8926904,vieja,74,9.947457708
NUEVO LEÓN,1999-05,3871045,vieja,19,5.889882448
OAXACA,1999-05,3652311,vieja,35,11.49956836
PUEBLA,1999-05,5182231,vieja,51,11.80958549
QUERÉTARO,1999-05,1524380,vieja,8,6.29764232
TABASCO,1999-05,1943538,vieja,26,16.05319783
TAMAULIPAS,1999-05,2724713,vieja,25,11.01033393
TLAXCALA,1999-05,992004,vieja,10,12.09672542
VERACRUZ,1999-05,7206164,vieja,54,8.992301591
YUCATÁN,1999-05,1693358,vieja,0,0
QUINTANA ROO,1999-05,897581,vieja,12,16.04312034
SAN LUIS POTOSÍ,1999-05,2377357,vieja,53,26.75239773
SINALOA,1999-05,2505879,vieja,48,22.98594625
SONORA,1999-05,2244138,vieja,30,16.04179422
AGUASCALIENTES,1999-05,990448,vieja,2,2.42314589
BAJA CALIFORNIA,1999-05,2462422,vieja,64,31.18880517
BAJA CALIFORNIA SUR,1999-05,452221,vieja,9,23.88212843
CAMPECHE,1999-05,686276,vieja,7,12.23997342
ZACATECAS,1999-05,1420299,vieja,6,5.069355115
JALISCO,1999-06,6452167,vieja,55,10.22912147
MÉXICO,1999-06,12678984,vieja,206,19.49683035
MICHOACÁN,1999-06,4158671,vieja,45,12.98491754
MORELOS,1999-06,1577729,vieja,34,25.8599544
NAYARIT,1999-06,930087,vieja,8,10.32161507
DURANGO,1999-06,1488305,vieja,26,20.96344499
GUANAJUATO,1999-06,5114053,vieja,11,2.581123035
GUERRERO,1999-06,3215867,vieja,90,33.58347842
HIDALGO,1999-06,2374982,vieja,7,3.536868911
COAHUILA,1999-06,2354430,vieja,7,3.567742511
COLIMA,1999-06,544150,vieja,7,15.43691997
CHIAPAS,1999-06,4083410,vieja,176,51.72147788
CHIHUAHUA,1999-06,2926998,vieja,31,12.70926731
CIUDAD DE MÉXICO,1999-06,8928176,vieja,63,8.467575012
NUEVO LEÓN,1999-06,3876894,vieja,13,4.023839703
OAXACA,1999-06,3654932,vieja,19,6.238146154
PUEBLA,1999-06,5188507,vieja,53,12.25786146
QUERÉTARO,1999-06,1527014,vieja,1,0.785847412
TABASCO,1999-06,1946169,vieja,22,13.56511177
